"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"244745_at",2.87128412354412,4.50089094267598,42.6353293683526,6.07095907020196e-175,5.20818862238359e-174,389.602887577162
"1553601_a_at",2.25451934132983,4.59459529410056,42.6311499355985,6.32394574273038e-175,5.42437017194494e-174,389.562042735196
"219047_s_at",2.23085856774312,4.62999631675605,42.6292052510897,6.44523250603933e-175,5.52753584881165e-174,389.543036942845
"205968_at",2.00384209681013,4.6270061747486,42.6243049027172,6.76128977926658e-175,5.79768124847049e-174,389.495142764954
"242659_at",2.46586097719328,4.56470269766108,42.6161746559652,7.32026881800613e-175,6.27601006213137e-174,389.415674166927
"233604_at",2.50433484567964,4.55418673804842,42.6156027424236,7.36128873620989e-175,6.31018775310988e-174,389.410083723157
"1560997_at",4.4987748065263,4.27019248557914,42.6041251169874,8.23495147202498e-175,7.05799442469712e-174,389.297881543947
"236038_at",3.22938865737493,4.47026401548045,42.6040542745169,8.2406543456367e-175,7.06177398051557e-174,389.297188956055
"1556529_a_at",2.45556309444593,4.55942408548976,42.5898785812294,9.46517104882923e-175,8.10984290068576e-174,389.158588416687
"224224_s_at",1.83681894123438,4.64728577930726,42.582468609139,1.01761474436967e-174,8.71764612302133e-174,389.086128655031
"227688_at",3.36866535151044,4.43121613877095,42.5781284833756,1.06171600586621e-174,9.09402387521505e-174,389.043684768207
"1570393_at",3.09019607664665,4.47045252233147,42.5770368732742,1.07310618113863e-174,9.1901439345341e-174,389.03300909171
"242623_x_at",3.06649454336842,4.47289881705028,42.5748313999418,1.09649342113505e-174,9.38896130580881e-174,389.011439655654
"207296_at",1.98545786799474,4.62735144229795,42.5710697562393,1.13756622715958e-174,9.7391290741286e-174,388.974649540856
"1552950_at",2.18283839200262,4.61563808199069,42.5675299084991,1.17762326791382e-174,1.00804920894322e-173,388.940027053587
"241147_at",1.99222152715549,4.62616049263501,42.5603638969441,1.26309004921755e-174,1.08103959971663e-173,388.869933060925
"1560526_at",2.97469585915788,4.48589080960149,42.5596261968182,1.27223357953544e-174,1.08869464868645e-173,388.862716919882
"229831_at",2.34404692816885,4.5766220468324,42.5595652756727,1.27299163154458e-174,1.08917267700994e-173,388.86212098964
"242183_at",2.58219352910743,4.55918157859963,42.5569025386889,1.30657018218764e-174,1.11772740225272e-173,388.83607366229
"231709_x_at",2.90214191178947,4.49615915224581,42.5554140959075,1.32572521267046e-174,1.13393627313347e-173,388.821513087373
"1560595_at",2.81496404117307,4.50949035691806,42.5533202226106,1.35314860225657e-174,1.15721115902033e-173,388.80102946856
"238383_at",2.07216206048783,4.62011754511546,42.5468402236305,1.44166839299088e-174,1.23272014946627e-173,388.737634478609
"211219_s_at",2.31461691178947,4.5793098040149,42.5450231798165,1.46751510938235e-174,1.25462433733091e-173,388.719857074457
"242484_at",2.19754387486014,4.60247023668529,42.5437685234243,1.48563240106504e-174,1.26991457691916e-173,388.70758165772
"210521_s_at",2.94502617506873,4.49371755536872,42.5429474975924,1.49760910793485e-174,1.27995189689587e-173,388.699548727336
"224089_at",2.32872288515115,4.57996282231099,42.5364139940742,1.59642771373125e-174,1.36419506696925e-173,388.63562182657
"241078_at",2.0579293862845,4.61578075756797,42.5319502908487,1.66766947819961e-174,1.42485033186664e-173,388.591943776213
"244606_at",2.11287707078764,4.61782554523464,42.5240504049113,1.80164577868012e-174,1.53907838121472e-173,388.514636042508
"215837_x_at",2.45902508645997,4.56050795425885,42.5216913231705,1.84370593991645e-174,1.57476247257831e-173,388.491548724864
"1559932_at",2.45544070915891,4.59511112628864,42.5176401802935,1.91824069900686e-174,1.63816855816828e-173,388.451900315014
"231717_s_at",2.59594768405331,4.54171546502235,42.5162920900568,1.94370662277633e-174,1.65965681347223e-173,388.438706144079
"217623_at",2.35773691016839,4.57514426356611,42.5134529086393,1.9984524932784e-174,1.70613546999239e-173,388.410917467491
"226973_at",1.77032134951021,4.66552833973929,42.5056467759017,2.15706272176487e-174,1.84125768089629e-173,388.334509246936
"217132_at",3.06963928021052,4.47245375187337,42.5054274798755,2.1616960507398e-174,1.84492430722071e-173,388.33236261738
"231058_at",1.63222880444046,4.69147567118436,42.4948136021142,2.39827699694945e-174,2.04651721303751e-173,388.228459070075
"208484_at",2.40284998006895,4.57892656330726,42.4904760149641,2.50226958439766e-174,2.13492343091251e-173,388.185992631446
"224083_s_at",2.82069454336841,4.50768615410801,42.4779848557426,2.82766031249274e-174,2.41216827001196e-173,388.063686876259
"216881_x_at",1.34617193304326,4.72070093957914,42.4677464743919,3.12572907956766e-174,2.66602283652083e-173,387.963424433762
"1569784_at",3.09228741646181,4.46966761793482,42.4662192250577,3.1728114641713e-174,2.70575815885052e-173,387.94846726329
"1553930_at",2.25433864210698,4.58889674764432,42.464365836619,3.23090295179241e-174,2.75486811719343e-173,387.930315647411
"237161_at",2.37045486859184,4.57466755062197,42.4614953354168,3.32298333421943e-174,2.83293925744186e-173,387.902201842137
"1566832_at",2.46533919382451,4.56380476072812,42.4614204748938,3.32541955903414e-174,2.83457372214034e-173,387.901468641393
"204424_s_at",2.06926249744845,4.62592440117132,42.4589871461964,3.40559005596568e-174,2.90245770484478e-173,387.877635694229
"242090_x_at",1.63764710944936,4.67717977130912,42.4480820087784,3.7893288586114e-174,3.22900010852464e-173,387.770817562131
"1559310_at",2.81731428021052,4.50816455261825,42.4454817379076,3.88704801348268e-174,3.31175277941231e-173,387.745345168854
"1552986_at",2.48057995217536,4.58068196129609,42.4381415227702,4.17672632201232e-174,3.55800272381935e-173,387.673435478263
"235127_at",2.88906990096243,4.50150560497207,42.4377275414374,4.19369330238429e-174,3.57189913167675e-173,387.669379638231
"1563139_at",2.81387349073683,4.5086515172365,42.4364896170889,4.24484235599953e-174,3.61490060171842e-173,387.657251371798
"233408_at",2.36969115054253,4.57736849824581,42.4338886957077,4.35435237633592e-174,3.7075810154168e-173,387.631768846928
"204515_at",2.58251154361091,4.54160721704283,42.4334971624881,4.37108082537979e-174,3.72124453805872e-173,387.627932727524
"1569929_at",2.45911164863157,4.55885989712477,42.4317575263742,4.44618922968603e-174,3.78459682669643e-173,387.610888088631
"1563044_at",2.17090525962963,4.60337012585475,42.4228861999783,4.84978456832106e-174,4.12749391662331e-173,387.523962574409
"240512_x_at",2.39556299824146,4.57120904406518,42.4215783789423,4.91230892755081e-174,4.1800549619871e-173,387.511147086217
"233685_at",2.24633624631784,4.60270717009683,42.4134234323829,5.32080523415155e-174,4.52695336115779e-173,387.431231019417
"219832_s_at",1.92507484193857,4.67344187646183,42.4125074440496,5.36876337092959e-174,4.56704476599031e-173,387.422254086372
"215665_at",2.30840332061627,4.58235455113967,42.4099749672843,5.50362008573446e-174,4.68103416511783e-173,387.397434585645
"237690_at",2.72948603035026,4.52105189795531,42.3970153541705,6.24869509504219e-174,5.31392066685673e-173,387.270411573029
"211604_x_at",2.19875461903025,4.62867015417877,42.3961112445187,6.30429462583437e-174,5.3603680896885e-173,387.261549205082
"1557214_at",2.11450918242002,4.61128982689572,42.3927086980204,6.51801588069928e-174,5.54122667018415e-173,387.228195457518
"204309_at",2.10603234884096,4.61308900994786,42.3794708247811,7.42083401469239e-174,6.30776666216958e-173,387.098416358724
"244643_at",2.26486566844399,4.58654312603166,42.3790318425414,7.45282778898065e-174,6.33397578648616e-173,387.09411236862
"214967_at",2.40747743810526,4.56616753213408,42.3778561440596,7.53919664883665e-174,6.40638161790751e-173,387.08258514465
"209597_s_at",1.7244991157422,4.67571487354562,42.3766333508637,7.63008857523948e-174,6.48260776850581e-173,387.070595994136
"220955_x_at",2.62411549926692,4.53988361590503,42.3756647421133,7.7028647737757e-174,6.54342127687373e-173,387.061098919743
"1568854_at",2.40828664863157,4.56605300699441,42.3740365854569,7.82676545209014e-174,6.64763828359252e-173,387.045134806003
"206091_at",3.34466559599999,4.43353010196648,42.3734912543297,7.86870901304119e-174,6.68222368728376e-173,387.039787747754
"209119_x_at",2.2268359640371,4.59248117798696,42.3688602586878,8.23409097892111e-174,6.99142429464892e-173,386.99437860567
"222081_at",1.75935442343646,4.6659885298324,42.3676060129688,8.33594135808811e-174,7.07680344146224e-173,386.982079662165
"233494_at",2.04860290135746,4.62456501156425,42.3594793109554,9.0271345788993e-174,7.66240131733646e-173,386.902385699195
"1560494_a_at",3.23035506968421,4.44970812803724,42.3568995624427,9.25832923994309e-174,7.85742245191938e-173,386.877085844468
"216737_at",2.47563333365292,4.55666437023091,42.3566802740376,9.27825296240021e-174,7.87310797134187e-173,386.874935222609
"1552837_at",3.49237349073683,4.412625446473,42.3543439872968,9.4932029848899e-174,8.05425345057934e-173,386.852022241947
"233346_at",2.86494717494736,4.50142321183613,42.3511118967849,9.7988165460237e-174,8.31225175563828e-173,386.820322601491
"1565819_at",2.34811102358568,4.57631491037803,42.350851141887,9.82389776896685e-174,8.33223371418833e-173,386.81776511739
"1562857_at",2.09702552018175,4.61045952232402,42.350125693945,9.89401511630745e-174,8.39040135942389e-173,386.810649879183
"231741_at",2.44282259078124,4.59112618079516,42.3391396702316,1.1019228172696e-173,9.34316267963743e-173,386.702890255925
"231261_at",2.07025277156684,4.63723899844693,42.3317344202658,1.18491308527654e-173,1.00452744995665e-172,386.630245203916
"220431_at",2.24196558320824,4.59396691593855,42.3288596578325,1.21879172098159e-173,1.0330881927358e-172,386.602042115955
"237407_at",1.69877491762769,4.67226160722346,42.3252264966578,1.26299896269017e-173,1.07039358084106e-172,386.566397221402
"238625_at",2.99971164863157,4.48235039991806,42.3164405100383,1.37665506723663e-173,1.16653627908447e-172,386.480191220973
"211118_x_at",2.12422761334752,4.61182231111546,42.3163604624289,1.37773630767977e-173,1.16727137715351e-172,386.479405768696
"221445_at",2.02282865141796,4.62436088236499,42.3077138464794,1.49968049677007e-173,1.27039011897167e-172,386.394557751371
"243555_at",2.33008217725311,4.5796297378771,42.3046625087383,1.54524633606675e-173,1.30878626165654e-172,386.364613179828
"213466_at",2.02262846476058,4.65713771173557,42.3029884541853,1.57083135943103e-173,1.33024985319595e-172,386.348184204636
"227061_at",2.25901121300307,4.58773565516946,42.3017396811842,1.59019252979927e-173,1.34643697100663e-172,386.335928665067
"238144_s_at",1.50220633847984,4.7041588423743,42.2983379271591,1.64415450204397e-173,1.39191148380294e-172,386.302542642622
"244507_at",2.3930243031491,4.57019016919367,42.2876025256877,1.82677098341557e-173,1.54627160132168e-172,386.19717213116
"217178_at",2.05584532418244,4.61601533073743,42.274625031701,2.07485159385144e-173,1.75598744917106e-172,386.069775751658
"244094_at",2.08182349073684,4.61225635894972,42.2735768747221,2.09630323577253e-173,1.77386750256035e-172,386.059485374559
"1553074_at",2.79224239672279,4.512669965,42.2684161492024,2.20520568072948e-173,1.86573040808178e-172,386.008817480169
"235746_s_at",2.69597266574483,4.53230394778585,42.2642024327184,2.29831218750929e-173,1.94420265638855e-172,385.967444835995
"210931_at",2.82452450437607,4.50933723011173,42.2639746953301,2.30345494166681e-173,1.94825127349001e-172,385.965208718807
"233755_at",2.50260624421087,4.55535014878398,42.2627999622547,2.33016628663174e-173,1.97053842384359e-172,385.953674098819
"1570632_at",2.0070403832716,4.62592023836872,42.2622693257318,2.34233349628934e-173,1.98052112142514e-172,385.948463760318
"226695_at",2.17170694500057,4.6109833510987,42.2563367129415,2.48277443528794e-173,2.09894365687895e-172,385.890208836265
"1552365_at",3.34693118895444,4.45892505234264,42.2522522503812,2.58433570086229e-173,2.18446564976308e-172,385.850099156139
"1559642_a_at",1.97172415082669,4.64849957483985,42.2467950818214,2.72655152970132e-173,2.3043200045122e-172,385.796506167455
"240717_at",2.85524849073683,4.50279583753445,42.2388625855856,2.94736611828415e-173,2.49055401234492e-172,385.718597203503
"237802_at",2.62774496913871,4.53987178620857,42.2378725033208,2.97615512510082e-173,2.51449195308062e-172,385.708872565264
"223872_at",2.12154091838132,4.61515532971695,42.2314017642454,3.17136754108603e-173,2.67900843807164e-172,385.645313625209
"228784_at",2.17538041193092,4.61395929168901,42.2297618591764,3.22284513270252e-173,2.72207301627409e-172,385.629204800944
"208148_at",2.95089100955279,4.50883130478026,42.2285113084041,3.26266223204442e-173,2.75527713744614e-172,385.616920387099
"208468_at",2.11601930144217,4.6088914864581,42.2250585066971,3.37517436531255e-173,2.8498515400868e-172,385.583001802291
"217073_x_at",1.99360635051387,4.63622958925326,42.2165892302164,3.66788118388071e-173,3.09652179773191e-172,385.499797594959
"234400_at",2.00690552403436,4.63314525482868,42.2109431192575,3.87700595061631e-173,3.27256454375593e-172,385.444323870489
"236731_at",2.19357497333051,4.59840909452142,42.2067969035045,4.0381419184638e-173,3.40805199494766e-172,385.403584264344
"1555539_at",2.24794284261696,4.59790875805959,42.2057707938312,4.0790445699893e-173,3.44204049908568e-172,385.393501654128
"1561052_s_at",2.01934027660805,4.62695699625698,42.2015594148954,4.25130920316931e-173,3.58684921230783e-172,385.352119035951
"223653_x_at",1.91690979939171,4.63660477632775,42.2013908048882,4.25835577789917e-173,3.59223948252096e-172,385.35046216352
"233996_x_at",2.44055439935357,4.56227505233147,42.1913396913748,4.70024381933635e-173,3.96439252054696e-172,385.251686924033
"240922_at",2.58871428021052,4.54051762524395,42.1888135550402,4.81834445887728e-173,4.06337624973232e-172,385.226859858607
"223232_s_at",2.14669945032526,4.60538219743203,42.1884257110623,4.83673801738264e-173,4.07825804142841e-172,385.223048027126
"1559909_a_at",1.98467377892476,4.65929674405587,42.1854493034353,4.98025472237488e-173,4.19862073407007e-172,385.1937944939
"1569146_s_at",2.11905157618244,4.61347619139292,42.1836557076343,5.06878947275494e-173,4.27260070189174e-172,385.176165657285
"234715_at",1.89418115080328,4.65351126628305,42.180204573267,5.24360086706128e-173,4.419271206062e-172,385.142244129258
"229476_s_at",2.35082277306587,4.5816020846108,42.1748642850134,5.52607726643346e-173,4.65662178293057e-172,385.089750997506
"235834_at",2.1409192881749,4.60573718956425,42.1745273063097,5.54440457110928e-173,4.67134475226768e-172,385.08643849744
"1560671_at",2.2577540463667,4.59019720103166,42.1716824583187,5.70157354265382e-173,4.80302384520982e-172,385.058473081659
"1557646_at",2.94998952724637,4.49197582761453,42.1690818480034,5.84914915950702e-173,4.92658209512888e-172,385.032907686345
"1557641_at",2.45827920960839,4.56345316543762,42.1661370951834,6.0208764378068e-173,5.0704414016645e-172,385.003958166168
"1561149_at",2.55479872402933,4.54591387815084,42.1652240106417,6.07514274457384e-173,5.11535261654966e-172,384.994981519068
"1556410_a_at",2.54537365062553,4.54689375975978,42.1639860445729,6.14950032068084e-173,5.17716449843291e-172,384.982810755254
"235329_at",2.08716615978776,4.62512973817318,42.1630786853655,6.20457833830403e-173,5.22272868048394e-172,384.973890151279
"242744_s_at",2.17561494154595,4.59902378692551,42.1623112648711,6.25154724974489e-173,5.26145399830972e-172,384.966345259406
"237070_at",2.80538401705262,4.50985300699441,42.1577833852219,6.53600744663035e-173,5.50001501822532e-172,384.921827929979
"215062_at",1.98569691128541,4.62815665450838,42.1528881070127,6.85814823309891e-173,5.77020566098029e-172,384.873695521896
"216496_s_at",2.14468344608482,4.6135054595959,42.1428012389349,7.57293721876188e-173,6.3706226175022e-172,384.774507812423
"220004_at",2.93823658036293,4.54765466111918,42.1416780124224,7.65701289314021e-173,6.44035800297345e-172,384.763461946353
"211587_x_at",1.49045942679963,4.70260996220112,42.1381187566851,7.92965314535532e-173,6.66865024988128e-172,384.728459005797
"216917_s_at",2.51714191178947,4.55064704796276,42.1296457971871,8.61844372509855e-173,7.24679087234499e-172,384.645126654013
"236497_at",1.89595901038782,4.67457435283613,42.1248724002344,9.03254679558317e-173,7.59381893699483e-172,384.598175899453
"207852_at",3.08393982895581,4.47151986051397,42.1235331374222,9.15226958169133e-173,7.69328765068353e-172,384.585002505341
"1562616_at",2.87465704668112,4.50084045348231,42.1225076334841,9.24501710166785e-173,7.77005415471509e-172,384.574915187011
"206198_s_at",3.13712599826144,4.46452611915829,42.115771125072,9.87811580305928e-173,8.30086995464651e-172,384.508648593412
"1553454_at",1.84571034663785,4.64649381076164,42.1150288619909,9.95047682577325e-173,8.36039062901469e-172,384.501346653332
"230691_at",2.00286524471457,4.62714125781192,42.1103899263168,1.0414892690672e-172,8.74924680073325e-172,384.455710021129
"1553844_a_at",1.72398522592556,4.66908687090875,42.1048098703152,1.10023732319482e-172,9.24135049702223e-172,384.400811333664
"1561107_at",1.74652923680762,4.68275608499441,42.102479394472,1.12574488448806e-172,9.45414506789885e-172,384.377882085635
"236735_at",2.40168270126315,4.56698764386592,42.0979255388437,1.17730946408809e-172,9.88567062765108e-172,384.333075336214
"237447_at",2.54638871220367,4.5883533206108,42.0948347053565,1.21364870301415e-172,1.01892385269349e-171,384.302662224429
"219377_at",1.97913355215469,4.65049060897021,42.0934685402147,1.23006674125433e-172,1.0325489538906e-171,384.289219084089
"1555572_at",2.99081269609852,4.4847424684041,42.09201179197,1.2478184430372e-172,1.04728920592578e-171,384.274884344239
"244273_at",2.20717384329044,4.59547151508194,42.0899598386271,1.27325922003478e-172,1.06847734762999e-171,384.254692198907
"237111_at",1.88177158246797,4.66444351326443,42.0855298711736,1.32996838185941e-172,1.11589434995373e-171,384.211097530342
"237243_at",2.53881818300365,4.54784896255307,42.0832284874026,1.36042020645716e-172,1.14126925860592e-171,384.188448978371
"229188_s_at",2.09491552006416,4.61421788103911,42.0790530892206,1.41746242228097e-172,1.18893987510414e-171,384.147356045362
"209821_at",2.77904505933873,4.514589091419,42.0781978623336,1.4294383903472e-172,1.19880096455822e-171,384.138938907302
"211522_s_at",3.0832847200097,4.47122851980447,42.0762695556815,1.45681404823914e-172,1.22157201929194e-171,384.119960189233
"1562992_at",3.73212743810525,4.37869378911732,42.0744236243881,1.48351192042384e-172,1.24376783098108e-171,384.101791788216
"1556877_at",1.84007890938908,4.6478422686797,42.0718997660214,1.52080932798862e-172,1.2748420541741e-171,384.076950266533
"237323_at",1.89465719751227,4.64239099216015,42.0640165988951,1.64346143227114e-172,1.37744565992363e-171,383.999353678593
"239338_x_at",1.86872101718049,4.64915179745996,42.0627447090949,1.66415821653849e-172,1.39457837470947e-171,383.986833324823
"240804_at",1.7110308549324,4.68799484057169,42.0622324944853,1.67256674230598e-172,1.4014097498858e-171,383.981791079257
"208542_x_at",2.3244724880734,4.5930679185568,42.0611152247949,1.69105575785351e-172,1.41668397152407e-171,383.970792551931
"215998_at",2.41062339209852,4.56814061711173,42.0560660790715,1.77719660730337e-172,1.48862021954999e-171,383.921086254374
"215770_at",2.0896853328421,4.61114369600745,42.0479637195006,1.92470349641358e-172,1.61192810994686e-171,383.841315948775
"206338_at",1.85244612237527,4.66387497656425,42.046289619633,1.95667704123301e-172,1.63845451169669e-171,383.824832881225
"239099_at",2.44834709794234,4.56180039996834,42.0426563759129,2.02790970550263e-172,1.69784198599747e-171,383.78905901911
"217464_at",2.02751011968021,4.64335216488082,42.0373281007347,2.13709778666014e-172,1.78898408066938e-171,383.736592454362
"236033_at",1.42423698136362,4.70725978092365,42.0367499120954,2.14929467085776e-172,1.79891846528054e-171,383.730898921809
"1557389_at",2.00970416147117,4.63173202002607,42.0270908068133,2.36367715759976e-172,1.97804935041366e-171,383.635777714636
"1562276_at",1.90683627388594,4.63777797931657,42.0226738059547,2.46872265938406e-172,2.06564042587623e-171,383.592275966604
"216257_at",2.19039801473672,4.60803834029981,42.0210595701492,2.50826813630865e-172,2.09840759387599e-171,383.576377222731
"1566671_a_at",2.10491495025539,4.61505606922346,42.019636273368,2.5436618547819e-172,2.12769191109211e-171,383.562358783283
"217611_at",2.01149672076012,4.6534761469311,42.0158085279549,2.64134874069254e-172,2.20906552489191e-171,383.52465701585
"1560024_at",1.92868324305217,4.63642380191061,42.0149534675273,2.66367879315887e-172,2.22739993769385e-171,383.516234761165
"244833_at",2.20206325351809,4.61275789596834,42.0022387384723,3.01892808307553e-172,2.52407714943362e-171,383.390985248578
"1554194_at",2.36318626595399,4.57452633573371,42.0013649392108,3.0450164469166e-172,2.54549951347706e-171,383.382376935988
"1563643_at",2.71740877064595,4.52289179134451,41.99665406993,3.1896040993934e-172,2.66596034098824e-171,383.335965737015
"244615_x_at",1.81525382156445,4.65925165373743,41.9910302243008,3.37124295741403e-172,2.81734799744839e-171,383.280556319563
"238230_x_at",1.72708287919031,4.66677243838361,41.9864423206604,3.52706817648515e-172,2.94712017017111e-171,383.235350681898
"244288_s_at",3.2563354149154,4.44885102658473,41.9781339224109,3.82784375430071e-172,3.19795060354329e-171,383.153479487436
"237086_at",2.67349097017741,4.52996454550466,41.9721934189291,4.0585214028254e-172,3.39015034219185e-171,383.094936307734
"1568662_at",3.06668570663065,4.4730352939702,41.9698392755159,4.15374145298049e-172,3.46915861709166e-171,383.071735195508
"1561984_at",1.88842971807638,4.64289618500745,41.965612802339,4.3303413734974e-172,3.61609989955372e-171,383.030079717505
"220508_at",1.96326671413734,4.63256935696648,41.9630934472002,4.439166988971e-172,3.70640921523732e-171,383.005248273915
"1552694_at",2.1323060969469,4.60714036588827,41.9610721624452,4.52845470466562e-172,3.78038056841796e-171,382.985325372914
"241224_x_at",1.72593411883593,4.66637704811173,41.9607447449821,4.54308625268318e-172,3.79201542897427e-171,382.982098117178
"241457_at",2.72582417736705,4.5285767170987,41.9569315649274,4.71701489553028e-172,3.93658824097793e-171,382.944511758547
"238255_at",1.57036600674711,4.72065234030168,41.9539198972081,4.85908469493384e-172,4.05453311603394e-171,382.914824589753
"1561198_at",3.03269328693823,4.47792345636499,41.945781155242,5.26481850322908e-172,4.39241571825313e-171,382.834592205013
"233542_at",2.36332487877519,4.57530980478212,41.9424133878256,5.44247546538147e-172,4.53994062304687e-171,382.801390056789
"1561036_at",2.57652964322263,4.54564691708194,41.9364457200629,5.77215376794163e-172,4.81421248821924e-171,382.742552527841
"224402_s_at",2.72763356895524,4.53485897828864,41.9357536297542,5.81165920821465e-172,4.84642150463012e-171,382.735728655619
"231362_at",2.2763147122466,4.58834682099069,41.9306044997655,6.11420483008741e-172,5.09793997535212e-171,382.684957382914
"206867_at",2.01349901095764,4.62622137478957,41.9303878222957,6.12727624729297e-172,5.10805888709221e-171,382.682820834601
"237228_at",2.49182510018746,4.58282509090875,41.9303541915263,6.12930758461096e-172,5.10897245296639e-171,382.682489217855
"1563386_at",2.1658009917664,4.60108956550838,41.9298661791384,6.1588600952479e-172,5.1328220110144e-171,382.677677147889
"224075_s_at",2.25508872001769,4.58951172190875,41.9291090736619,6.20499066264905e-172,5.17047841103528e-171,382.670211613486
"243787_at",1.78170202123324,4.67335623385102,41.9240859728844,6.51993590068206e-172,5.43208633629214e-171,382.620678878041
"208083_s_at",2.54604624275636,4.5507040566797,41.9186173210234,6.88104390881734e-172,5.73206911214524e-171,382.566748983489
"240275_at",2.00175914274289,4.63304301492551,41.9180585468054,6.91905053683084e-172,5.7628504951646e-171,382.561238340946
"1558661_at",2.1487540033038,4.60312360726629,41.9177152450763,6.94250535436636e-172,5.7815041921014e-171,382.557852673057
"240563_at",2.88067085915788,4.49919788595158,41.9158836930916,7.06899135661169e-172,5.88594031039235e-171,382.53978951849
"237668_at",2.32992743810526,4.57714295112849,41.9090645801511,7.56054300476189e-172,6.29426730364423e-171,382.472534292446
"234847_at",2.68835707878615,4.53209248780633,41.9075945902781,7.67091152134802e-172,6.3851774259317e-171,382.458035384083
"234319_at",2.28840362517376,4.58741035263129,41.9063789555333,7.76340042958648e-172,6.46117933040241e-171,382.446045045238
"234776_at",3.42354402655782,4.43429905210428,41.8992679492825,8.32723780187534e-172,6.92877506530063e-171,382.37590237037
"231514_at",1.08904203137926,4.75845923040782,41.8992614025161,8.32777535177216e-172,6.92877506530063e-171,382.375837790421
"216007_at",2.13084418324009,4.62396429981378,41.8986869302114,8.37508037053386e-172,6.96707180923025e-171,382.370170942712
"1558119_at",1.97468549341922,4.6305957548622,41.898395016192,8.39922108024443e-172,6.98608986986581e-171,382.367291358513
"243436_at",2.79319353150861,4.51529306747859,41.8952787969941,8.66130879160809e-172,7.2029854885959e-171,382.336550768061
"207787_at",1.8029499180887,4.65893119009497,41.8929660556044,8.86110043286302e-172,7.36801580298337e-171,382.313735466375
"238932_at",2.30158990184907,4.58461330983985,41.8892191528343,9.19462659958916e-172,7.64417936494692e-171,382.276770676805
"238999_at",2.20117507969163,4.60192042272067,41.8814373445775,9.92802364760588e-172,8.25265076813851e-171,382.199994221447
"223121_s_at",2.69811513688183,4.54582214877467,41.8677926503494,1.13582021189811e-171,9.44004706017219e-171,382.065355405635
"1554652_s_at",2.06876170127274,4.61636948117691,41.8662356395835,1.15339923989736e-171,9.58469152290236e-171,382.049990145875
"223998_at",2.31190501191505,4.58207907962011,41.8520815428313,1.32623454225792e-171,1.1019267770627e-170,381.910297460635
"243230_at",2.26851199976138,4.59005629774674,41.8481997746541,1.37801190551224e-171,1.14477280492455e-170,381.871982295126
"1560960_at",2.59183209490318,4.54085207970764,41.8479941572013,1.38081031925956e-171,1.14692310214026e-170,381.869952686377
"1553027_a_at",2.35993466915572,4.59840992768156,41.8474750408174,1.38790073659068e-171,1.15263720996695e-170,381.864828568866
"1562860_at",2.83579111742641,4.50736457635382,41.8461001057639,1.40685711163533e-171,1.16820263703422e-170,381.851256634892
"226575_at",2.33229442916131,4.60339600166853,41.845051018932,1.4214951643717e-171,1.18017809990623e-170,381.840900977921
"1569927_at",2.54308455859379,4.54741284658659,41.8449042996708,1.42355447774889e-171,1.18170817287278e-170,381.839452684225
"228994_at",2.46215095095763,4.62085195084171,41.8425544260169,1.45694671492772e-171,1.20924363134266e-170,381.816256268319
"220991_s_at",3.10066526572862,4.46988477531285,41.839192345508,1.50609106252289e-171,1.2498427472658e-170,381.783066807894
"216927_at",2.21694972547196,4.59500595123091,41.8342452723712,1.58143773221797e-171,1.31217044773047e-170,381.734228201378
"237530_at",2.99088901621932,4.48582509243017,41.8242875638044,1.74473812908655e-171,1.44744620148571e-170,381.63591420948
"233283_at",2.37066507620059,4.57256379765177,41.8230686382635,1.76585429168572e-171,1.46474180485772e-170,381.623878718049
"206305_s_at",1.61214545745256,4.68569913376723,41.818844091482,1.84103875194006e-171,1.52687394623694e-170,381.58216472717
"238344_at",2.47974454142059,4.57154109951024,41.8168732985073,1.87720132964875e-171,1.55662915602957e-170,381.562703973399
"215774_s_at",2.67675112231578,4.52805803492737,41.8146048600077,1.91970684171655e-171,1.59163427579575e-170,381.540303493776
"241135_at",2.97642792021486,4.48850931619739,41.8142035371295,1.92732645493338e-171,1.597709163377e-170,381.536340425393
"234866_s_at",2.91503521548109,4.49497375795345,41.8098369593155,2.01221445992179e-171,1.6678261997224e-170,381.493219113946
"222308_x_at",2.59951361166091,4.54415434916574,41.8058625018235,2.09272988473122e-171,1.73429828823712e-170,381.453968039906
"1566256_s_at",2.48628138547367,4.55501464572812,41.8003586286146,2.20958272444103e-171,1.83085937384157e-170,381.399609451951
"220197_at",2.37218049955999,4.57265685294972,41.7979537820221,2.26267004035757e-171,1.87456309032233e-170,381.375856977193
"230794_at",2.25771485627845,4.59644645213594,41.7966730574374,2.29146146167722e-171,1.89812808746516e-170,381.363207069233
"235453_at",3.13710242195798,4.46300851111732,41.7965235496055,2.29484630497877e-171,1.90064363442229e-170,381.361730344683
"232989_s_at",2.64043220745587,4.53789370088268,41.7821754864518,2.64411074255833e-171,2.1895802878444e-170,381.21999809433
"212092_at",1.87973050689325,4.65161762078585,41.7787134616567,2.73606775529656e-171,2.26538611764722e-170,381.185795855835
"1560390_s_at",2.30534369223507,4.58168452173743,41.7710331754499,2.9516630182424e-171,2.44352239525955e-170,381.109914971067
"243344_at",1.79979977397819,4.65552819222533,41.7675489367755,3.05500099878188e-171,2.52868701949795e-170,381.075488416303
