"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1569061_at",3.01123516080362,4.48167591869832,58.3628525923126,2.38586646066855e-235,3.78667029981085e-234,528.736668821208
"216572_at",3.44313989791562,4.41964526275047,58.3618337796509,2.40536012547717e-235,3.81650007358178e-234,528.728530573233
"217267_s_at",3.64653664863157,4.39080719693855,58.361224892041,2.41708647832177e-235,3.83399197910505e-234,528.723666746046
"1563679_at",3.33540431899771,4.43772822994227,58.3543298069606,2.55393984436558e-235,4.0498930522746e-234,528.668585852275
"207567_at",2.35045919816999,4.57713996537989,58.3525710954287,2.5900718751906e-235,4.10599696138707e-234,528.654535751829
"230994_at",2.44406428021052,4.56098950606331,58.338412889995,2.9002335095506e-235,4.59635672249237e-234,528.541416585526
"220427_at",2.17197479854617,4.6075514540298,58.3186534055326,3.39626793464625e-235,5.38092198186353e-234,528.383511691877
"237657_at",2.74572487897031,4.51848856364805,58.3145771605023,3.50872516344034e-235,5.55748281180299e-234,528.350932154371
"216630_at",2.27703796442105,4.58462823976909,58.3134041101853,3.54177351079628e-235,5.60820170325071e-234,528.341556199402
"1554528_at",2.80546433956981,4.51008248802235,58.3006793508193,3.92093663043034e-235,6.20678586080267e-234,528.239840930673
"1566041_at",2.56746378071503,4.54506411891434,58.2875634390915,4.35435591342197e-235,6.89088494638406e-234,528.134982064088
"215290_at",3.49944059599999,4.41162526025326,58.2781397700591,4.69509491593736e-235,7.42796114264447e-234,528.059631267309
"212935_at",2.59195087056376,4.55669220329981,58.2360217332115,6.57554515164961e-235,1.0399949243181e-233,527.722750823511
"206670_s_at",2.64471289191928,4.56630934238175,58.2233741640403,7.27570705783329e-235,1.15040008555139e-233,527.621554821067
"233151_s_at",2.53899579054583,4.55017511804283,58.2142508473933,7.82668908265711e-235,1.23716055244907e-233,527.548547211499
"1561938_at",2.56726511432389,4.54403567444507,58.2105761536941,8.06024791386638e-235,1.27371041469903e-233,527.519138820687
"241264_at",3.17650638547367,4.45732917086778,58.2064665220607,8.32972972488181e-235,1.31591417259176e-233,527.486248043106
"243711_at",4.04443325164732,4.3400722656257,58.205286868363,8.4087372846791e-235,1.32801147868184e-233,527.476806561848
"214171_s_at",1.89486935807809,4.64029417890875,58.2005574328175,8.73310119372209e-235,1.3784630987858e-233,527.438952633771
"233552_at",2.83222085915789,4.50605486919181,58.2005555002574,8.7332362657222e-235,1.3784630987858e-233,527.438937165296
"1564813_at",3.47445455702214,4.41973068361825,58.1988565686805,8.85279245057493e-235,1.39693023433473e-233,527.425338540551
"231141_at",2.61111691178947,4.53734704796276,58.194271981641,9.18366041167104e-235,1.44872110358923e-233,527.38864104893
"1562301_at",4.71409717494736,4.23971855634264,58.1854867736321,9.85268967233319e-235,1.55381155378323e-233,527.318313659009
"1554849_at",2.63263124595592,4.53443494397021,58.1675681455768,1.13724385801705e-234,1.79296474647474e-233,527.174847424556
"234542_at",2.83090846909339,4.50665979670577,58.1644024318425,1.16643751387155e-234,1.838460373595e-233,527.149497666091
"201452_at",2.68915370870727,4.5272921625568,58.1393158972453,1.42596285235406e-234,2.24685831666509e-233,526.948579332172
"1558128_at",3.3520982577728,4.43701742035009,58.1376470554955,1.44515067563892e-234,2.27643535761951e-233,526.93521132414
"1560955_at",2.86634765336385,4.50240048474115,58.1366314075978,1.45695463953932e-234,2.29436746623878e-233,526.927075491519
"224212_s_at",3.36648761108162,4.4316045021527,58.1308391224328,1.52614281017644e-234,2.40263007472372e-233,526.880674500842
"231030_at",3.04294723234478,4.47733671793669,58.1294708637972,1.5429613090773e-234,2.42840766491754e-233,526.869713127742
"1563106_at",2.04179899850005,4.62861746573184,58.1218005979394,1.64073957072156e-234,2.58155315977575e-233,526.808261735753
"240379_at",1.88742453765406,4.64379115949348,58.1092323034726,1.81455391915687e-234,2.85421178533739e-233,526.707556368559
"241791_at",2.58325361143429,4.5440337359162,58.0963750649383,2.01146533548308e-234,3.16303358383926e-233,526.604519411613
"1554034_a_at",3.2498103328421,4.44695468297207,58.0921094749099,2.08141279751707e-234,3.27208396979849e-233,526.570331628433
"240402_at",2.65405532298686,4.53795851455866,58.0866452543654,2.17458643401948e-234,3.41757378190233e-233,526.526534415368
"221086_s_at",3.02575375389473,4.47866473883799,58.0851922379805,2.20005824420017e-234,3.45661049742531e-233,526.514887590194
"215216_at",2.49194172591505,4.55428573726257,58.0842133650421,2.21738643513544e-234,3.48283363192557e-233,526.50704119871
"1557413_a_at",2.24180170057015,4.59329727975047,58.0812781259312,2.27017040293551e-234,3.5647158198826e-233,526.483512507617
"237858_s_at",2.12039998725892,4.63654034483985,58.0774309178795,2.34126463167676e-234,3.67529420321251e-233,526.452672222907
"235770_at",3.06450277346386,4.47528893636871,58.0654251842994,2.57778287590299e-234,4.04541540809453e-233,526.356421395602
"234835_at",2.01596714586459,4.6242428335419,58.0638782953569,2.60994892718456e-234,4.09471820627206e-233,526.344018824656
"222936_s_at",3.19893401705263,4.45415505541155,58.0536256198095,2.83354767817968e-234,4.44424294510129e-233,526.261809353491
"240135_x_at",2.40207150835311,4.5855082663594,58.0438040291115,3.06571896974825e-234,4.80700861598798e-233,526.183046578514
"1556207_a_at",3.80133401705262,4.36889918948976,58.0407012768659,3.14295349882761e-234,4.92669688379657e-233,526.158162509936
"1561660_at",3.22751239509486,4.45080066339665,58.0398674018141,3.16404077692038e-234,4.95832880774613e-233,526.151474668508
"233109_at",3.00086428021052,4.48218727142644,58.0396652583214,3.16917394419321e-234,4.96494826776315e-233,526.149853427551
"229924_s_at",2.08975557271811,4.61707504767598,58.0302476058692,3.41780189946336e-234,5.35292271681653e-233,526.074316972717
"232111_at",2.7719830407833,4.52677522338734,58.0253704910626,3.55414335334274e-234,5.56486327282417e-233,526.035195449311
"217036_at",2.97578668143098,4.48669961948976,58.0121028329649,3.95325036019077e-234,6.18798687076809e-233,525.928757535249
"1554723_x_at",4.52262217494736,4.26681743902421,57.9897597402852,4.72940270238658e-234,7.40076990789222e-233,525.749473283832
"240311_at",2.39169146656981,4.56891964918994,57.9818903935393,5.0376885461402e-234,7.8809305233559e-233,525.686316552651
"232545_at",2.44061428021052,4.56147777421974,57.9691875487162,5.57836555707919e-234,8.72426340689478e-233,525.584354664634
"1552489_s_at",3.75911559599999,4.37487423604469,57.9552109271157,6.24065939099985e-234,9.75726113142499e-233,525.472149822076
"1568687_s_at",3.64157809944068,4.39155041634823,57.952872612064,6.35891243767717e-234,9.93930409155304e-233,525.453375824126
"206526_at",2.88953157962256,4.50078483837244,57.9439480656269,6.83124424088162e-234,1.06745276602938e-232,525.381716862371
"236739_at",3.96132793098378,4.34650622341341,57.9385361556254,7.1346234780915e-234,1.11454002290907e-232,525.338258445978
"237192_at",2.41341368952197,4.56886627526443,57.9342215902991,7.38612739617725e-234,1.15349892904612e-232,525.303609755774
"224498_x_at",2.43523804886801,4.5665150563594,57.9296794512301,7.66049793407543e-234,1.19600564229177e-232,525.267131482009
"1556541_s_at",3.29837032946785,4.4406289709702,57.9259558032553,7.89302500960113e-234,1.2319570587292e-232,525.237225026727
"234700_s_at",2.85600448914533,4.50440273649162,57.9225940558729,8.10901910198101e-234,1.26530817204711e-232,525.210223976145
"233180_at",2.74628845729957,4.51846711726816,57.9083003407158,9.09549507313232e-234,1.41882968417302e-232,525.095406310235
"238592_at",3.38616033284209,4.42765747626816,57.8884539828805,1.06676151521948e-233,1.66359356455401e-232,524.935951641996
"203030_s_at",2.92687811449925,4.50019977750652,57.8874050976732,1.07578930383183e-233,1.67719329860599e-232,524.927523318433
"1556378_a_at",3.09191609144594,4.46999095069832,57.8803104026924,1.13889595136961e-233,1.77507204886269e-232,524.870510945948
"240827_at",2.30050375389473,4.58130719693855,57.8698768923598,1.23849884615962e-233,1.92976141184922e-232,524.786658930855
"234421_s_at",2.10518503154698,4.61009845303538,57.8673216396603,1.2641942782384e-233,1.96923679741682e-232,524.766121210638
"1560328_s_at",3.65754322757894,4.38924946881937,57.8393456234864,1.58297087650656e-233,2.46509234327496e-232,524.541222332153
"208288_at",2.82940802334033,4.50974275717318,57.8362615763031,1.62270977715247e-233,2.52625567444777e-232,524.516424888376
"216478_at",3.40476428021051,4.4250245153743,57.8355487353615,1.63203621230536e-233,2.54005111606248e-232,524.51069311694
"1560917_at",2.22328039427868,4.59483802788268,57.8259292746741,1.76327086705188e-233,2.74351885647591e-232,524.433340491399
"219476_at",2.39727743450451,4.5959124202514,57.8103040307825,1.99934563500098e-233,3.10994768340383e-232,524.307673905751
"1555773_at",2.57162930163911,4.54586510615084,57.8075535474608,2.04406469346295e-233,3.1786020815516e-232,524.285550498333
"233814_at",3.10069648025219,4.4808457826648,57.7861968633059,2.42716605966575e-233,3.77326558544053e-232,524.11374288039
"219984_s_at",3.22474552897362,4.45560301512104,57.7752910333356,2.64974619783769e-233,4.11811579688417e-232,524.025991269772
"208471_at",2.85767821577988,4.50587774350838,57.7672749312012,2.82628345704198e-233,4.39123238803509e-232,523.961483637062
"216343_at",2.57278664863157,4.54277181518808,57.7617179481458,2.95553199872031e-233,4.59074144044688e-232,523.91676136383
"243900_at",2.40313315241134,4.5739907117486,57.7578402605777,3.04921320607228e-233,4.73490704643802e-232,523.885552117054
"227488_at",1.88121232250896,4.65318577211173,57.757624197077,3.05451970710007e-233,4.74179888470313e-232,523.88381310328
"1570046_at",4.29926164863157,4.29842898464805,57.7374489710405,3.59305694851672e-233,5.57623242765967e-232,523.721409553045
"229527_s_at",2.96675583507786,4.48717714490317,57.7322686000328,3.74605901834659e-233,5.81203185139098e-232,523.679702742255
"1558402_at",3.00587349073684,4.48147833287896,57.7310323144372,3.78352691901952e-233,5.86849632571465e-232,523.669749091663
"240893_at",2.61198514696768,4.53729635178771,57.7305625988251,3.79786070291913e-233,5.88905640455771e-232,523.665967251054
"205979_at",3.50167280760439,4.41205734311546,57.7301655039318,3.81002081839533e-233,5.90623522438331e-232,523.662770087254
"221399_at",2.0566386907801,4.61850957243389,57.7292454783584,3.83834452854748e-233,5.94845373829635e-232,523.655362546162
"221175_at",2.82572784642561,4.51126631940037,57.7100104236005,4.48128207103948e-233,6.9428725601611e-232,523.500472874551
"238197_at",3.22757784957883,4.45865948588268,57.707885922192,4.55860454379267e-233,7.06066562535873e-232,523.483363103575
"223920_s_at",2.69241414069276,4.52597405011546,57.7060386942942,4.62692072327801e-233,7.16444631302472e-232,523.468485997362
"1561003_at",3.11015112231579,4.4667202323203,57.7034836728267,4.72310656912286e-233,7.31131006404498e-232,523.447907932963
"210503_at",3.03635379836237,4.47840406447672,57.6975229209629,4.9553623312314e-233,7.66866542917371e-232,523.399897657907
"216087_at",3.36596822757895,4.43051520438734,57.6837401024859,5.53715444236241e-233,8.5665896759416e-232,523.288871595594
"229294_at",2.38192466255713,4.57328905903538,57.6828876558613,5.5753059101951e-233,8.62317138695795e-232,523.282004170359
"210126_at",2.30641926127149,4.58210260555493,57.6803834159218,5.68891339962422e-233,8.79639375689913e-232,523.261829250362
"237678_at",2.10125684586847,4.61063147485661,57.6731731686271,6.02912897118941e-233,9.31980810935656e-232,523.203737763448
"210229_s_at",2.44495843636784,4.56859527287523,57.6392306490783,7.92563361880343e-233,1.22479521455493e-231,522.930199260557
"240340_at",2.26646681170053,4.58997424323091,57.6372587006702,8.05260200089392e-233,1.24406436513386e-231,522.91430399705
"220808_at",2.24241361072245,4.5900778512514,57.6343659827883,8.24255162541371e-233,1.2730499771457e-231,522.890985985573
"1566445_at",3.6052445064852,4.40067216576536,57.6194596831964,9.29489139060613e-233,1.43517643063379e-231,522.770813857719
"1559701_s_at",2.72430769816542,4.52585117644134,57.6186213269621,9.35792265241132e-233,1.44450036691956e-231,522.764054500737
"215940_at",3.24668533284209,4.44739695485289,57.612716787137,9.81414443386444e-233,1.51449525280203e-231,522.716446361613
"210729_at",3.53201428021052,4.40701520438734,57.6092782581518,1.00900225684926e-232,1.55662825574319e-231,522.688719974219
"243716_at",2.23362532483628,4.59934518722346,57.5673660038822,1.41476947076273e-232,2.18200522752796e-231,522.350666694417
"214774_x_at",3.95254717494737,4.3474984446108,57.5643827572605,1.44922942183446e-232,2.2345219202328e-231,522.326597830663
"205918_at",2.9189979996124,4.51708885902235,57.5530408822536,1.58809202204205e-232,2.44793874117365e-231,522.235083245319
"231280_at",1.88050219996278,4.64305641423836,57.5458203885749,1.68336015339516e-232,2.59405609642691e-231,522.176816209437
"207472_at",3.18367085915789,4.45631520438734,57.5406170386768,1.75554332821464e-232,2.70452715892203e-231,522.134823594918
"1557398_at",2.37828966909087,4.57074483108566,57.5397201844917,1.76829447334987e-232,2.72340287854079e-231,522.127585432153
"227238_at",2.93514312443018,4.49332401272998,57.5340674652114,1.8508253034585e-232,2.84970742311189e-231,522.08196264948
"1555166_a_at",3.13895915017444,4.46347219899814,57.5299170858302,1.91386797037382e-232,2.94594338968505e-231,522.048463108124
"1562510_at",2.30070824280431,4.58171563988268,57.527011052461,1.95928537826703e-232,3.01500288428565e-231,522.025006193382
"1570194_x_at",3.95126954336841,4.34767926397765,57.5217453255699,2.0443495366641e-232,3.14501580974188e-231,521.982500129459
"230804_at",4.03445243810526,4.33590663827933,57.4585315039556,3.40586627789543e-232,5.2380899756323e-231,521.47200541528
"244006_at",3.09964339040323,4.46923252293855,57.4578321882401,3.42516005260329e-232,5.2662800099331e-231,521.466355698351
"211266_s_at",2.22963193771149,4.59182881431099,57.4470979515447,3.73542884354584e-232,5.74171053849054e-231,521.379628416096
"231219_at",2.57490837015777,4.5500577295121,57.4470487702317,3.73691333051497e-232,5.74237613166613e-231,521.379231028703
"210885_s_at",3.10894632913619,4.48344121306518,57.407225444889,5.15551469490727e-232,7.92005974776289e-231,521.057376071924
"241153_at",2.35651344306085,4.57612947640596,57.4007180513892,5.43395699919495e-232,8.34546382443852e-231,521.004767553352
"233821_at",4.24788719017273,4.30613724137244,57.3844061775707,6.1999348194402e-232,9.51917459359257e-231,520.872876576574
"239645_at",2.23699276058305,4.6090176188324,57.3808336663293,6.38163203742754e-232,9.79539264924199e-231,520.843987140699
"230053_at",2.78714570542539,4.51524196156238,57.3752935500472,6.67400641257422e-232,1.02412900311862e-230,520.799183924599
"207635_s_at",2.98734321143166,4.48420348318436,57.3459308065874,8.46292269547384e-232,1.29827414934807e-230,520.561673794322
"1568690_a_at",2.46928826936613,4.55913704071136,57.3438396485914,8.60729739029055e-232,1.32005148097708e-230,520.544755438847
"240531_at",2.64709328233222,4.53281205380261,57.335153302935,9.23389258645902e-232,1.41575119546403e-230,520.474474459366
"215403_at",2.11364968895216,4.60903486969832,57.3284873367263,9.74556042790229e-232,1.49378134058105e-230,520.420535112228
"223941_at",2.38002840224352,4.57059669707449,57.3198570662536,1.04504174998342e-231,1.60137107440641e-230,520.350694391375
"203393_at",2.86854434391894,4.50270865268901,57.3179192455507,1.06155770202673e-231,1.62622302330395e-230,520.335011478537
"239000_at",2.57984980652631,4.54177218762756,57.3177346304002,1.06314474287432e-231,1.62819752783498e-230,520.333517355829
"208317_at",2.76160885074825,4.51801531399628,57.2899605609108,1.33111478677441e-231,2.03801995654923e-230,520.108697467352
"1569664_at",3.36560257805273,4.4335868304581,57.2726529195625,1.53132491377121e-231,2.34389707163081e-230,519.968559406407
"243670_at",2.13990343697351,4.62449405610615,57.2689916463165,1.57739946993114e-231,2.41374382884139e-230,519.938910575161
"1566787_at",3.39317480652631,4.42666473883799,57.259233959264,1.70708868479994e-231,2.61146314686216e-230,519.859886587421
"213777_s_at",2.75492085915789,4.51699490643575,57.2587465897059,1.7138393223335e-231,2.62105592020721e-230,519.855939303061
"241657_at",2.84256559599999,4.50459080960149,57.2568849774938,1.73987185517575e-231,2.66012378574226e-230,519.840861584079
"234736_at",2.42385118368888,4.57192526638547,57.2389068020021,2.01257980902052e-231,3.07621105821544e-230,519.695233147061
"211845_at",2.70496559599999,4.52406492505773,57.2343473834729,2.08829826400843e-231,3.19105296844691e-230,519.658295302945
"210750_s_at",2.25219100289405,4.59429911000186,57.2307764308084,2.14958832666704e-231,3.28378929466481e-230,519.629363974941
"244855_at",3.25448401705263,4.4462932304581,57.2133544186852,2.47545344241034e-231,3.78053520275045e-230,519.488194795586
"210472_at",2.33618293221189,4.57966707127747,57.2095614697146,2.55271337891373e-231,3.89743739901077e-230,519.457456733177
"214622_at",2.01082187906804,4.62494549777095,57.2011856325522,2.73198722067578e-231,4.16998373624277e-230,519.389573747926
"237872_at",1.97369657110617,4.63201389702235,57.1913361542977,2.95900252391677e-231,4.5152278524355e-230,519.309738314479
"234404_at",2.37261137255188,4.57385832472626,57.1888297828554,3.01972613800523e-231,4.6066006585162e-230,519.289421218727
"1561301_at",2.13774161170944,4.60541976643762,57.1871991022963,3.05990236499839e-231,4.66658608935094e-230,519.276202286312
"215496_at",2.56017743810525,4.54455635894972,57.1809212373034,3.21963626127481e-231,4.90882175145173e-230,519.22530893472
"208482_at",2.77638024268157,4.51552773406331,57.1753851876244,3.36741132445108e-231,5.13269424120142e-230,519.180425992949
"215939_at",2.50965215586585,4.55272255789758,57.16566422551,3.6435233287981e-231,5.552001661709e-230,519.101606752849
"219682_s_at",3.10347958228861,4.46915473745624,57.1450450634049,4.30656434810283e-231,6.56051321458689e-230,518.934391129543
"1567059_at",2.95490304799074,4.49009789986778,57.1427250280675,4.38835758704515e-231,6.68325077806181e-230,518.915573579571
"1564744_at",2.14230575553385,4.60846427645996,57.1399104794695,4.48967652370056e-231,6.83564828516473e-230,518.892744350189
"240741_x_at",2.91313664863157,4.49460310010428,57.127583655801,4.96175293663638e-231,7.55229133580052e-230,518.792750098678
"235416_at",2.5391639677373,4.58817607256797,57.1214296799666,5.21572221214036e-231,7.93664634080862e-230,518.742823715189
"211179_at",3.62054849073683,4.39448522300931,57.1153807224729,5.47804305938925e-231,8.33349207806198e-230,518.693745565307
"236085_at",2.44476705652345,4.57757439949907,57.1056712943355,5.92701409220038e-231,9.01397996706599e-230,518.614960419665
"231267_at",1.90308015968717,4.64623766722533,57.081966645792,7.1841469810973e-231,1.09228234710097e-229,518.422573526243
"221393_at",2.11384378001666,4.60906991268901,57.0734413342552,7.69885155952814e-231,1.17021258063042e-229,518.353368082143
"241332_at",3.67538401705262,4.3867245153743,57.0609391446384,8.52119558507556e-231,1.29484711877499e-229,518.251866332507
"1552932_at",2.46000136007147,4.56624342721415,57.055172868143,8.92957941497752e-231,1.35652606561938e-229,518.205046180436
"218537_at",1.61820337049446,4.69398258327561,57.0397534688358,1.01205295169248e-230,1.53702024056677e-229,518.079829352947
"1559725_at",3.81819191178946,4.36651334218994,57.033237231288,1.06704835939296e-230,1.62009207816313e-229,518.026905423216
"206489_s_at",2.67766691178947,4.52792842598883,57.0275389590719,1.11758814126493e-230,1.69635467367709e-229,517.980621331619
"240724_at",3.95978446818152,4.34681014964246,57.0246460738116,1.14415662214014e-230,1.7361996555971e-229,517.957122664102
"206678_at",2.50888630185192,4.57525456659032,57.0200592190215,1.18758539442789e-230,1.80160003183029e-229,517.919862268753
"1565910_at",3.45820279758179,4.41835398696648,57.0018465073192,1.37694426363988e-230,2.08828261788849e-229,517.771893729475
"1552995_at",2.3060134674481,4.58201476883054,56.9829647562259,1.60525359296285e-230,2.43386214526597e-229,517.618453789629
"216214_at",2.56082951630939,4.54466878205959,56.9823552130624,1.61322440988388e-230,2.44526851781817e-229,517.613499813752
"231299_at",2.63901928186949,4.53492284768156,56.97474071914,1.71620208106929e-230,2.60063663300325e-229,517.551610887776
"208049_s_at",2.749351926909,4.52254570741899,56.9604369676392,1.92777896761205e-230,2.92043807928424e-229,517.435337113565
"217074_at",2.38531506037607,4.58286278191061,56.9559783341117,1.99892729953672e-230,3.02738260148639e-229,517.399089044418
"205303_at",2.47260522112546,4.55896087002235,56.9485371481457,2.12357526892e-230,3.21527075579507e-229,517.338588708135
"240033_at",1.92618749627628,4.64066416543017,56.9470002625589,2.15027421436982e-230,3.2547928400604e-229,517.326092400406
"219604_s_at",2.25378630998767,4.59254758543389,56.9256274909423,2.5583752386746e-230,3.87144768383862e-229,517.152286845668
"238705_at",2.6454278129968,4.53411650387523,56.9253775507883,2.56358037540619e-230,3.87824972415673e-229,517.150254030207
"231468_at",2.80062217494736,4.51052693623091,56.9096108667481,2.91430215463219e-230,4.40760962533725e-229,517.022007365402
"220756_s_at",2.08298138547368,4.61209248557914,56.9094117069477,2.91902676212648e-230,4.4135329058697e-229,517.020387230972
"1566033_at",2.62351005112238,4.53722306554749,56.9010608844557,3.12419095313418e-230,4.72243123508213e-229,516.952450913752
"229152_at",3.31182633377941,4.44017137680819,56.8968530652827,3.23297965555377e-230,4.88552069531705e-229,516.918216400538
"233804_at",2.64265566410811,4.53996958364432,56.8932238109468,3.32985289488726e-230,5.03051884228155e-229,516.888687592009
"1554961_at",2.76098291304567,4.52323059495903,56.8885264468227,3.45956584188807e-230,5.22503510295999e-229,516.850466286602
"206605_at",2.1238076023256,4.60880911141527,56.8737796882678,3.90059324937611e-230,5.88949679646607e-229,516.730460819057
"233863_at",2.90451376000798,4.49681374094972,56.8607369220689,4.33737086137278e-230,6.54717619823526e-229,516.624303443532
"210721_s_at",4.04758270126315,4.33404835150093,56.8599988891652,4.3635016813396e-230,6.58480014708482e-229,516.618295942167
"1568871_at",3.84124322757894,4.36325095857728,56.8408199004653,5.10072722789438e-230,7.69519381483414e-229,516.46216163717
"235814_at",2.91433096276287,4.49656654443203,56.8201570317863,6.03521566523392e-230,9.10249193939299e-229,516.293904990669
"233171_at",2.51997436704315,4.550277318527,56.8048655405424,6.83554818526179e-230,1.03067308956848e-228,516.169358982921
"237767_at",3.00215382633872,4.48219694353631,56.7965228036721,7.31615703754855e-230,1.10283545208843e-228,516.101399013291
"234718_at",3.13367437842219,4.4814156283054,56.7928757569677,7.53675176300219e-230,1.13577434887649e-228,516.071687911404
"1558814_s_at",1.39902085915789,4.70889136826071,56.7910951906732,7.64685868500338e-230,1.15204936100438e-228,516.057181819255
"241514_at",2.40801029266171,4.57716313127747,56.7899819636164,7.71651561365779e-230,1.16222302043214e-228,516.048112306522
"220276_at",3.34633128045301,4.4335060997244,56.7846313975719,8.06028281317237e-230,1.21366480638484e-228,516.004519220293
"203438_at",2.25489483310206,4.58879264364804,56.7793020658645,8.41793299967784e-230,1.26716806756176e-228,515.961096216556
"216820_at",2.44779427625528,4.56413239642458,56.7784084125936,8.4794431966093e-230,1.27607558913316e-228,515.953814509781
"230614_at",2.27994200235551,4.5853660147635,56.7681987845746,9.21494930065576e-230,1.38638023734632e-228,515.870618128082
"206442_at",3.39672349073683,4.42616250420112,56.7624498253897,9.65688441040896e-230,1.45246881934912e-228,515.823766205826
"210880_s_at",2.18892511810937,4.60146863515829,56.7604656907676,9.81428611491076e-230,1.47573680504852e-228,515.807595443818
"1565026_a_at",3.79016106897408,4.37110225209683,56.7571465941386,1.00833560735842e-229,1.51577848953111e-228,515.780543793873
"231125_at",2.64673285705217,4.53740000685289,56.752761531555,1.04502031166559e-229,1.57049241279562e-228,515.744802461197
"244108_at",2.40523880557369,4.5668944107635,56.7524935198899,1.04730531430926e-229,1.57349340111064e-228,515.742617914279
"235929_s_at",2.40238409343806,4.56720555958287,56.7507518777034,1.06227654219609e-229,1.59554754672593e-228,515.728421714084
"216441_at",3.06693957847299,4.47373613082868,56.7206403266616,1.35779529756052e-229,2.03885825091208e-228,515.482931895387
"219026_s_at",2.73580665615857,4.52374377401676,56.7101800974687,1.4786779259735e-229,2.21976463912014e-228,515.397631193823
"227372_s_at",3.54908214527708,4.412809610946,56.7081654503826,1.50316945094259e-229,2.2559107783547e-228,515.381200930298
"232812_at",3.33551737616941,4.43515423383985,56.7046844491137,1.54644839476589e-229,2.32022489514697e-228,515.352810970726
"1569942_at",3.09864849073684,4.46834816528119,56.703873509499,1.55670866077614e-229,2.33497748121306e-228,515.346197021487
"1569873_at",4.02648928021052,4.33703364014153,56.6994310536638,1.61413790870908e-229,2.42045342142584e-228,515.30996355873
"220539_at",3.14984322757894,4.4611027276648,56.6953265629051,1.66908242829899e-229,2.50215752557488e-228,515.276484795909
"1566481_at",2.76806600296334,4.51966255218622,56.6950322491244,1.67309347133265e-229,2.50748226536471e-228,515.274084124293
"211232_x_at",2.00205811784781,4.62665888750652,56.6889900664114,1.75760649746872e-229,2.63342012746939e-228,515.224797013504
"219903_s_at",2.64158451521657,4.53375003124395,56.6880454334464,1.77120035931649e-229,2.65305993481491e-228,515.217091142574
"223778_at",2.03528208411759,4.62793997596648,56.6842719372165,1.8265620077913e-229,2.73523528740077e-228,515.18630782163
"228068_at",1.8761712704456,4.65297790187523,56.6806074968737,1.88198193702012e-229,2.81745283789693e-228,515.156412752076
"1553720_a_at",2.03233528169768,4.62032075197393,56.6774364624899,1.93129718426996e-229,2.89048871264827e-228,515.130541849701
"237962_x_at",3.50116296442105,4.41138149861453,56.6666610896884,2.10875012611524e-229,3.15521015445291e-228,515.04262317893
"214134_at",2.61610636220469,4.54369088273557,56.6632055444721,2.16904644311934e-229,3.24453939737268e-228,515.014426084982
"1559670_at",3.29208325350096,4.44146326496276,56.6603501768069,2.22017100165552e-229,3.32010402282072e-228,514.991125485894
"1558007_s_at",2.24933706307123,4.58911618498883,56.6555219843613,2.30937915512343e-229,3.45256292906531e-228,514.951724175988
"241088_at",3.78889059599999,4.37066026956425,56.6511833733104,2.39260000913245e-229,3.57600066499044e-228,514.916316134482
"244017_at",2.67472636614373,4.53233694168901,56.6482500455059,2.45056085659022e-229,3.66162736144902e-228,514.892375718187
"234971_x_at",1.32589703008962,4.72637969337989,56.6461671255885,2.49257000673471e-229,3.72337871383486e-228,514.875375386007
"216222_s_at",3.27296576480956,4.44393299607635,56.6346941700932,2.73722823361738e-229,4.0877288904169e-228,514.781727654095
"237537_at",3.47923884072736,4.41451549357356,56.6275516191695,2.90154526282351e-229,4.33193251609023e-228,514.723419905048
"238403_at",2.53809847077657,4.55021400377654,56.6239783775498,2.98742040094049e-229,4.45892293950705e-228,514.694248008872
"243896_at",3.43404523031099,4.42224431513222,56.6035069745658,3.53083636781915e-229,5.26856739223244e-228,514.527094409233
"233695_s_at",2.54220991001415,4.54930672124022,56.599468895337,3.64919261244278e-229,5.44368631912967e-228,514.494117489563
"231977_at",2.43197743810525,4.56270012058845,56.5932991677185,3.83774664903165e-229,5.72339862762331e-228,514.44372924829
"217425_at",2.5413443263183,4.5474439041676,56.5718566089845,4.57225660374783e-229,6.81694375922687e-228,514.268577107187
"1561550_at",3.44334322757893,4.41956455261825,56.5583886055087,5.10399867268025e-229,7.60766046700563e-228,514.158540373399
"237787_at",2.39222871470361,4.56917296746927,56.54783589468,5.56357169593554e-229,8.2904049394305e-228,514.072309196618
"233733_at",2.42010568644434,4.5646914370838,56.5293830024806,6.46904552651336e-229,9.63704264428462e-228,513.921494318569
"230547_at",3.56962571038942,4.40199044372253,56.5238389070219,6.76890367664149e-229,1.00809963592152e-227,513.876175749387
"208359_s_at",2.56533071297305,4.54478162206518,56.5208556971299,6.93597407628488e-229,1.03269997881174e-227,513.851789070177
"237965_at",2.82329674638405,4.5089503382905,56.5103259703317,7.55938901767641e-229,1.12521371605986e-227,513.765704961877
"244484_at",2.58630112231578,4.54085915224581,56.5057774777642,7.84575634407247e-229,1.1675212294791e-227,513.728515945812
"214089_at",3.26007267862175,4.44797515603724,56.498815306224,8.30527095072617e-229,1.23556459393083e-227,513.671588268994
"234627_at",2.7068409104303,4.52630904238548,56.4899720007548,8.92801332678401e-229,1.32784747226486e-227,513.599271888479
"40284_at",2.62494291832743,4.54006630124767,56.4810258392437,9.60560305329638e-229,1.42823522883113e-227,513.526106186957
"241317_at",2.46732269347745,4.56415754162197,56.4804294635467,9.65256256820589e-229,1.43482689041216e-227,513.521228466631
